feature,train_mean,test_mean,standardized_mean_shift,train_min,train_max,test_out_of_range_rate,horizon
distance_to_52w_low,0.39873660806300093,0.2531879211441133,0.3394238990384248,0.0,2.3921121251629724,0.0,60
return_sign_persistence,0.029360465116279075,0.12138084632516706,0.3036732766359585,-1.0,0.8,0.0,60
trend_consistency,0.03396207797115146,0.09501758241604676,0.1515626549564163,-7.863016870468832,1.2316971362408484,0.0,60
downside_vol_20,0.10834531167535769,0.10920157978003048,0.012955227117716095,0.011458192062299895,0.32618521625363717,0.021158129175946547,60
downside_vol_60,0.11718422961591218,0.1180258802711523,0.014923507101494498,0.025921327420237457,0.28096140753554116,0.0,60
upside_semivariance,0.0001004805074432463,6.271862342250408e-05,0.3727249680235227,1.2525762837189115e-06,0.0005925398547088279,0.0,60
downside_semivariance,9.768563584160688e-05,8.228355275016728e-05,0.15049254064435283,3.6870382222420955e-06,0.0006134057963077718,0.0,60
rolling_skewness,-0.05632290772607609,-0.6632033195517337,0.9700233798234982,-2.4902533817032086,2.6800704221473266,0.01893095768374165,60
rolling_kurtosis,1.1616795631137378,2.8912856170401913,0.8405868508090687,-1.496235096400596,17.059650110862734,0.0033407572383073497,60
parkinson_volatility,0.11513295249923695,0.1456883886232946,0.4795666395874573,0.0,0.29617664084963047,0.022271714922048998,60
range_volatility,0.010666870792473714,0.013776807187241459,0.5053307349799235,0.0,0.02732647421526475,0.02783964365256125,60
volatility_of_volatility,0.051366916439947674,0.05285281579531024,0.051221395232022925,0.00590365111922638,0.17068498751567235,0.05456570155902005,60
rolling_max_drawdown_20,-0.07663856320363228,-0.06132125500309606,0.25792460149286783,-0.3212698634280263,-0.0023633512544801727,0.0011135857461024498,60
rolling_max_drawdown_60,-0.15456850349174164,-0.11822020106573863,0.34400382042862315,-0.5274956217162872,-0.013840878679750257,0.0,60
rolling_max_drawdown_120,-0.23676980561415234,-0.16715371194703366,0.43168950356350216,-0.68353765323993,-0.03247507964940588,0.0,60
drawdown_duration,1069.0828488372092,423.2271714922049,0.8060304984408289,0.0,2744.0,0.0,60
recovery_ratio,0.8904075802065422,0.7735669282501655,0.04918708822436953,-1.0466300203400414,28.282628513701255,0.0,60
volume_zscore,0.08833533218414469,0.08834834581189632,1.1166827606579887e-05,-2.539604866181771,6.541933350313336,0.0,60
volume_ratio_5,1.0052662728724207,1.0024869786370365,0.007499086944636576,0.001520250788957737,4.001445455318425,0.0,60
volume_ratio_20,1.0252336455238122,1.0093307307732253,0.031101289890057802,0.0013964832698896538,6.768041740489111,0.0,60
volume_trend,0.015892394570182624,0.0048308700968479395,0.04361594417836075,-0.8073578359290603,1.7347174059896422,0.0,60
price_volume_divergence,-0.5508212679194555,-0.07906501746325353,0.03968935312500325,-755.5340005076326,1.129676313721478,0.0,60
signed_volume_proxy,0.6669518095098866,2.3958326154672993,0.10472190671314985,-19.713865728472967,19.91569612216481,0.9398663697104677,60
high_volume_up_day_ratio,0.16755490956072353,0.16260207869339272,0.041686114696183656,0.0,0.55,0.0,60
high_volume_down_day_ratio,0.1309794896640827,0.14736451373422418,0.24744735496279507,0.0,0.3333333333333333,0.0,60
volume_volatility,0.45504159432282654,0.2621420954271865,0.49228990187445676,0.08552091774194397,2.364571257143628,0.0,60
volume_confirmation_score,0.0522353789512652,0.052086993496542715,0.000597350314046725,-1.7347174059896422,1.1541167801442667,0.0,60
