feature,class,contribution,latest_value,train_median
vol_of_vol_40,Bear,-0.0025341311854109316,0.002262411816419572,0.0014005023992323252
vol_of_vol_40,Stress,-0.002409237266100872,0.002262411816419572,0.0014005023992323252
quarter,Bull,0.0,3.0,3.0
quarter,Sideway,0.0,3.0,3.0
quarter,Bear,0.0,3.0,3.0
quarter,Stress,0.0,3.0,3.0
ma_cross_50,Bull,0.008349579575403221,0.0,1.0
ma_cross_50,Sideway,-0.007482152204391634,0.0,1.0
ma_cross_50,Bear,-0.006728271743043329,0.0,1.0
ma_cross_50,Stress,0.005860844372031715,0.0,1.0
upside_vol_40,Bull,0.0069065759813491945,0.00435463236112085,0.006170883987418967
upside_vol_40,Sideway,-0.0033094629157323086,0.00435463236112085,0.006170883987418967
upside_vol_40,Bear,-0.007431042190336773,0.00435463236112085,0.006170883987418967
upside_vol_40,Stress,0.0038339291247199425,0.00435463236112085,0.006170883987418967
hmm_prob_state_0,Bull,-0.0067199085944781856,0.9474285768900751,0.0006498962765680086
hmm_prob_state_0,Sideway,0.00021083501223256862,0.9474285768900751,0.0006498962765680086
hmm_prob_state_0,Bear,0.006568983838384002,0.9474285768900751,0.0006498962765680086
hmm_prob_state_0,Stress,-5.991025613841239e-05,0.9474285768900751,0.0006498962765680086
ewma_volatility,Bull,0.003272314769935003,0.009310929131025854,0.011292802697491762
ewma_volatility,Sideway,-0.0014468516713777024,0.009310929131025854,0.011292802697491762
ewma_volatility,Bear,-0.0044051495559457865,0.009310929131025854,0.011292802697491762
ewma_volatility,Stress,0.002579686457388486,0.009310929131025854,0.011292802697491762
volatility_40,Bull,0.004135681457123563,0.008183518902487688,0.01114420675419201
volatility_40,Sideway,-0.002118938904689005,0.008183518902487688,0.01114420675419201
volatility_40,Bear,-0.004194256010346981,0.008183518902487688,0.01114420675419201
volatility_40,Stress,0.0021775134579125055,0.008183518902487688,0.01114420675419201
upside_vol_10,Bull,-0.0015958564170650558,0.006029624283867529,0.00538960772757371
upside_vol_10,Sideway,0.0020071137527178373,0.006029624283867529,0.00538960772757371
upside_vol_10,Bear,0.0005279255661551907,0.006029624283867529,0.00538960772757371
upside_vol_10,Stress,-0.0009391829018078057,0.006029624283867529,0.00538960772757371
volatility_60,Bull,0.001836354543220009,0.010175885296802769,0.011777331236877336
volatility_60,Sideway,-0.00029251161779508816,0.010175885296802769,0.011777331236877336
volatility_60,Bear,-0.0023646248828441963,0.010175885296802769,0.011777331236877336
volatility_60,Stress,0.0008207819574193309,0.010175885296802769,0.011777331236877336
sma_slope_100,Bull,-0.0002758821350793972,0.0010776244203078988,0.0013841589735787974
sma_slope_100,Sideway,0.00024078118417042438,0.0010776244203078988,0.0013841589735787974
sma_slope_100,Bear,-0.00010201319427452504,0.0010776244203078988,0.0013841589735787974
sma_slope_100,Stress,0.00013711414518360887,0.0010776244203078988,0.0013841589735787974
