feature,value,class,probability
downside_vol_40,0.0065974943054167645,Stress,0.19823436666545813
downside_vol_40,0.0070072915547484335,Bull,0.20063058565372033
downside_vol_40,0.0070072915547484335,Sideway,0.3218367463051535
downside_vol_40,0.0070072915547484335,Bear,0.28133195011886486
downside_vol_40,0.0070072915547484335,Stress,0.19620071792226135
downside_vol_40,0.00752741685920139,Bull,0.1995202704127767
downside_vol_40,0.00752741685920139,Sideway,0.3227429150640915
downside_vol_40,0.00752741685920139,Bear,0.2821189599927792
downside_vol_40,0.00752741685920139,Stress,0.1956178545303526
downside_vol_40,0.007995690287835241,Bull,0.19888306502123965
downside_vol_40,0.007995690287835241,Sideway,0.32389328401062184
downside_vol_40,0.007995690287835241,Bear,0.2827144870128818
downside_vol_40,0.007995690287835241,Stress,0.19450916395525666
downside_vol_40,0.008661463871760398,Bull,0.19871878703942977
downside_vol_40,0.008661463871760398,Sideway,0.3243067396385863
downside_vol_40,0.008661463871760398,Bear,0.2828160189957285
downside_vol_40,0.008661463871760398,Stress,0.19415845432625548
downside_vol_40,0.009206684670618265,Bull,0.19869960563679795
downside_vol_40,0.009206684670618265,Sideway,0.32507731126856054
downside_vol_40,0.009206684670618265,Bear,0.2826362695693843
downside_vol_40,0.009206684670618265,Stress,0.19358681352525725
downside_vol_40,0.010045299319115398,Bull,0.1989536680268536
downside_vol_40,0.010045299319115398,Sideway,0.32525236096397214
downside_vol_40,0.010045299319115398,Bear,0.2822734740501058
downside_vol_40,0.010045299319115398,Stress,0.19352049695906853
downside_vol_40,0.01096553895652162,Bull,0.19959750706978258
downside_vol_40,0.01096553895652162,Sideway,0.32525153770450166
downside_vol_40,0.01096553895652162,Bear,0.28211533970618113
downside_vol_40,0.01096553895652162,Stress,0.19303561551953466
downside_vol_40,0.011844775745913045,Bull,0.19959750706978258
downside_vol_40,0.011844775745913045,Sideway,0.32525153770450166
downside_vol_40,0.011844775745913045,Bear,0.28211533970618113
downside_vol_40,0.011844775745913045,Stress,0.19303561551953466
downside_vol_40,0.013145296616692314,Bull,0.20019299356095158
downside_vol_40,0.013145296616692314,Sideway,0.32452935618395023
downside_vol_40,0.013145296616692314,Bear,0.2820092978054225
downside_vol_40,0.013145296616692314,Stress,0.19326835244967577
downside_vol_40,0.015455778393709697,Bull,0.19976711122606686
downside_vol_40,0.015455778393709697,Sideway,0.3223520685152789
downside_vol_40,0.015455778393709697,Bear,0.28387776172717577
downside_vol_40,0.015455778393709697,Stress,0.19400305853147856
